id,is_laugh
rfdjcfsqq,0.4463241206609955
tsgqmfpef,0.34450934602255057
owjcthkz2,0.4097538761948575
rvgaocjyy,0.5133816649481802
uxtwu5i69,0.8145068850002801
obakrevy2,0.42698016172759534
ufysgofeg,0.6218925255278388
owbo0cjz8,0.659147681324154
gnjxzlvgb,0.3096527981149595
fbfb83wbu,0.711982022387904
m8vrg4kvc,0.4700158584808538
t69mmmvst,0.6502809602672538
ulzx4ghj6,0.6240821408630047
gx35spy3j,0.4461521561471455
9fwih2taf,0.4766692108268823
sidpzsisx,0.5087031858919664
3ann0fdx1,0.36250017006444646
sfujns9rr,0.41757969312416526
1ngqnkllc,0.3644613153200872
kaofmroja,0.32377226863064706
qxt2taykk,0.4600861164305098
5amuruxbp,0.31883739128379535
a3ugm9hfq,0.2881496121166169
mc6bur4x9,0.39072066922950505
eh3ptagjw,0.41178921622763787
fqg6xuosa,0.361712100139701
khrammagz,0.2917250309099348
fkxgihn9v,0.32410343597003266
gz2svzmhm,0.5377534712350073
s0wibeuge,0.38961593374768877
47wjy0eln,0.29302377182658657
gplq76qnf,0.4949075009253208
zewwvpdoi,0.7279857367266869
s9kffulza,0.7409280946677768
mefjs6av9,0.5974494935014689
iod7bk8wv,0.7521739752486502
lw5za88fy,0.6204226684917646
zdnm1gsbr,0.5176251027754838
7rn14dqc5,0.4262854143422491
jgh7zghsu,0.3037619688489739
3fn2cbmck,0.45451800368723694
8z9yt1qg1,0.37422164420972676
jnfsrpvyp,0.4106144477461568
n5ck8mvov,0.5857293787804974
v1nlp4yue,0.27250262407168363
y0ytszwbz,0.31922911493102885
896tkhmiu,0.6418851606920669
ggmyvs3we,0.4944988136812947
cnqhq1qmz,0.36574859900601325
orczju1hi,0.483686204375697
gy2bzmucs,0.680281499401006
0z2noehez,0.2553270410856252
jxxnnssjk,0.5163451765296971
sy8giuwtv,0.3917767886150141
uvgnqnel9,0.6258925541857093
fapp6ih6m,0.606409879139731
b2c6k843g,0.49208004562569246
ojpz1wngc,0.31305827227499866
7bg0k9mq0,0.43997897079166787
rm58i1db6,0.4725373556872413
n7anajnhz,0.5855756725611756
ipb2mpmg4,0.35259278917453946
673j84ob7,0.38475689370890415
hjntbi8f3,0.5167167215817314
dgem2isnj,0.42845840235766985
c8lwgpnwm,0.32444627405963816
sbtomjzgz,0.26584287375110954
qnlnkdymr,0.6041729886787263
ebqxfu7id,0.7147534670003418
stk3ctlxp,0.664787220425195
wlf2sbkqp,0.404372546322673
hbyqyasiw,0.46721571279744684
hggxvdgbh,0.38169734636429126
wfseocihg,0.45661439508364693
0d8rb2zs5,0.5676011327016723
hwj1tixw6,0.30111656485743843
qubqui1ru,0.6702804993303147
et19vepal,0.4462769284457209
hllf53g31,0.20766740681323478
jge6ykrr8,0.574888265279051
cjelb3exo,0.6498136946289756
3gl7s1p9x,0.7274754370003749
vh7dil0e4,0.4971727770474623
kicoltvbv,0.6395121186692801
tuhpunei8,0.6914559829741987
pxyamxf3a,0.4218707509704394
kr8iht5yt,0.42603392225372805
pdmxywhyk,0.4686043260177121
olp7tvidk,0.42331800732209524
hdlkmr1uu,0.5571885751021524
jmvgz1k1y,0.44162866264069844
bqh11vyxe,0.5945635328258548
z3osw03en,0.6457559779130455
0lhr7oyjs,0.620652897366056
zmgtx6qsd,0.7355032728742231
edsfrvpaw,0.5272646560414339
rrmfo6abf,0.4618982821729851
izk9cuqo4,0.694382129769837
keudcukm3,0.23740430262857112
qoz7izazb,0.43086938055114476
qojxheml7,0.5918778055232102
opkvjmi6b,0.6997938168798888
6ca4gfefq,0.5349270758823961
2um0ji4u3,0.6222905936768675
jzcvr49db,0.5483583268763849
mnnr6qc05,0.7282191649591839
fwsdshocq,0.3416075509918248
ghws0cd9b,0.7825730371551427
jipnrmzdb,0.5272843193585743
jtrpli5fr,0.6404797492757051
dpirw75s4,0.6878598153798283
figczgft9,0.5588514992998002
yfdsgue73,0.49019140426099356
kx0jlxwd6,0.6305391217701549
djmzmy1h1,0.3874099489328237
r1nxs7vqd,0.5442529659743004
amzsmnvuo,0.3692705959202343
8pxr2kfmn,0.4015834327847441
futlmcuxp,0.46641528186897013
wrtahtef8,0.3181639957127291
e7ka6ycro,0.5625168757075316
g0vuysnp6,0.5685995211770057
kynddzsn7,0.4691790227375546
hxbumorux,0.48278377800621275
eailyfhg2,0.6019630323218956
ajxbosyqn,0.6133162320031998
n1plptxfv,0.5382694700929496
bcs7lxivz,0.5712456202352268
cabzwhjyo,0.7627098374102534
infjyiksf,0.7855071565318635
lgt2xkxmz,0.5710280963543211
unygwlice,0.4206956232596707
84xqcwijm,0.48437351487572955
tgfjmhlas,0.5464994510258696
xvsvwryh2,0.5538491304054515
e7ozh5stk,0.707733010479016
izkdb7j2d,0.4748901129940784
phjnfqe3w,0.5907072781679893
7tpxfphkh,0.7912862799154414
x1em3pjl8,0.43116152780277
dn2j2prsi,0.8051349375986936
obnosi2w7,0.38550052062696205
i7typ7hkh,0.6688031524120734
vmrrfqrw6,0.6069634773348803
j7sfvzjie,0.4637852959432804
iufqtkdur,0.7735044928197439
c0kcfenv7,0.595701913825151
s1rgfgvxw,0.43333589746574236
u1wgcwc0g,0.38873014965058095
kqrfkhzf6,0.5997853206073218
xf3oi1z15,0.37593128688742306
dlwattumm,0.8278922953818979
h1kyhyt57,0.39848893844110217
ebyhl1cuz,0.5425814310297757
l5noahe7l,0.2847135144104567
dnw4oj0pg,0.46926406236216467
csaaj8jkn,0.27317886289018384
yj6yutxnp,0.406129946596686
gd4lz2jjo,0.4395948044211379
33ysqo7lg,0.24817538785913867
fonju8klo,0.4876736238088885
2y6ecmvbv,0.3962741566817555
pot3bzbjf,0.4524036485830768
c0jaycpqu,0.4672078476473235
eavu0pcse,0.4155220309565656
kxibcvnbi,0.6654180752004033
mix36mdtm,0.4616535443290506
n7ytaa3cg,0.6885580640295766
iqzh0ho2f,0.4470261676707157
hrjwghfyc,0.6959576511047899
gngcpsddc,0.5236606404310763
vjb41ukxi,0.5721905809131154
jrr3qvaj7,0.4737217812931511
pa96jsr52,0.6203088923584171
44qmalzw9,0.31008990830866406
l26dybngl,0.46934433430802114
0n0kzfoug,0.34161939439434696
395pdyfiq,0.8023064170670037
vm9e5rjkr,0.839635781681132
onq29lio9,0.387154487069285
kpgvy7qjn,0.41103286943318484
tzw8cvb0d,0.4882389006385622
cxutxdcqs,0.6267976588082175
xxjbg8jzi,0.6026691375463136
hsv70fh4q,0.557805726338523
losvqpvfn,0.4847947277134957
kulr4fkao,0.6124222174291103
ilplcbz4s,0.2480672665363203
qdmlg6yie,0.4229080203043076
v0d9rppe8,0.4235880300904729
